bill_id,date,chamber,sequence,action
1331213,2020-06-12,Senate,7,"Scheduled for hearing and/or consideration (06/15/2020)"
1331213,2020-06-15,Senate,8,"Committee recommends passage in concurrence"
1331213,2020-06-15,Senate,9,"Placed on Senate Calendar (06/18/2020)"
1331213,2020-06-18,Senate,10,"Senate passed in concurrence"
1331213,2020-06-18,House,11,"Transmitted to Governor"
1331213,2020-06-26,House,12,"Effective without Governor's signature"
1331235,2020-02-05,House,1,"Introduced, referred to House Municipal Government"
1331235,2020-02-28,House,2,"Scheduled for hearing and/or consideration"
1331235,2020-03-03,House,3,"Committee postponed at request of sponsor (03/05/2020)"
1331235,2020-03-06,House,4,"Scheduled for hearing and/or consideration"
1331235,2020-03-11,House,5,"Withdrawn at sponsor's request (03/12/2020)"
1331255,2020-02-05,House,1,"Introduced, referred to House Special Legislation"
1331255,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1331255,2020-02-27,House,3,"Committee recommends passage"
1331255,2020-02-28,House,4,"Placed on the House Consent Calendar (03/05/2020)"
1331255,2020-03-05,House,5,"House read and passed"
1331255,2020-06-10,Senate,6,"Referred to Senate Judiciary"
1331286,2020-02-05,Senate,1,"Introduced, referred to Senate Finance"
1331286,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1331286,2020-02-24,Senate,3,"Proposed Substitute"
1331286,2020-02-25,Senate,4,"Committee recommends passage of Sub A"
1331286,2020-02-26,Senate,5,"Placed on Senate Calendar (03/03/2020)"
1331286,2020-03-03,Senate,6,"Senate passed Sub A"
1331286,2020-03-04,House,7,"Referred to House Finance"
1331286,2020-03-04,House,8,"Scheduled for consideration (03/10/2020)"
1331286,2020-03-10,House,9,"Committee recommends passage of Sub A in concurrence"
1331286,2020-03-10,House,10,"Placed on House Calendar (03/12/2020)"
1331286,2020-03-12,House,11,"House passed Sub A in concurrence"
1331286,2020-03-12,Senate,12,"Transmitted to Governor"
1331286,2020-03-17,Senate,13,"Signed by Governor"
1331325,2020-02-05,Senate,1,"Introduced, referred to Senate Education"
1331325,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/12/2020)"
1331325,2020-02-12,Senate,3,"Committee recommends passage"
1331325,2020-02-13,Senate,4,"Placed on Senate Calendar (02/26/2020)"
1331325,2020-02-26,Senate,5,"Senate read and passed"
1331325,2020-02-27,House,6,"Referred to House H.E.W."
1331325,2020-03-02,House,7,"Scheduled for hearing and/or consideration (03/04/2020)"
1331325,2020-03-02,House,8,"Proposed Substitute"
1331325,2020-03-04,House,9,"Committee recommends passage of Sub A"
1331369,2020-02-05,House,1,"House read and passed"
1331412,2020-02-05,House,1,"House read and passed"
1331456,2020-02-05,House,1,"House read and passed"
1331499,2020-02-05,House,1,"House read and passed"
1331545,2020-02-05,Senate,1,"Introduced, referred to Senate Judiciary"
1331545,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1331545,2020-02-11,Senate,3,"Committee recommends passage"
1331545,2020-02-12,Senate,4,"Placed on the Senate Consent Calendar (02/25/2020)"
1331545,2020-02-25,Senate,5,"Removed from Senate Consent Calendar and"
1331545,2020-02-25,Senate,6,"Placed on Senate Calendar (02/25/2020)"
1331545,2020-02-25,Senate,7,"Senate read and passed"
1331545,2020-02-26,House,8,"Referred to House Special Legislation"
1331545,2020-02-28,House,9,"Scheduled for hearing and/or consideration (03/05/2020)"
1331545,2020-03-05,House,10,"Committee recommends passage in concurrence"
1331545,2020-03-06,House,11,"Placed on the House Consent Calendar (03/12/2020)"
1331545,2020-03-12,House,12,"House passed in concurrence"
1331545,2020-03-12,Senate,13,"Transmitted to Governor"
1331545,2020-03-17,Senate,14,"Signed by Governor"
1332158,2020-02-06,Senate,1,"Recommended for Immediate Consideration"
1332158,2020-02-06,Senate,2,"Senate read and passed"
1332366,2020-02-06,Senate,1,"Recommended for Immediate Consideration"
1332366,2020-02-06,Senate,2,"Senate read and passed"
1332375,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332389,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332389,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1332389,2020-02-26,House,3,"Committee recommended measure be held for further study"
1332411,2020-02-06,House,1,"Introduced, referred to House Labor"
1332411,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1332411,2020-03-04,House,3,"Committee recommended measure be held for further study"
1332431,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332453,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332453,2020-02-17,House,2,"Scheduled for hearing and/or consideration"
1332453,2020-02-20,House,3,"Committee postponed at request of sponsor (02/25/2020)"
1332453,2020-02-28,House,4,"Scheduled for hearing and/or consideration (03/03/2020)"
1332453,2020-03-03,House,5,"Committee recommended measure be held for further study"
1332473,2020-02-06,House,1,"Introduced, referred to House Finance"
1332493,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332516,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332534,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332534,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1332534,2020-03-03,House,3,"Committee recommended measure be held for further study"
1332554,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332554,2020-02-17,House,2,"Scheduled for hearing and/or consideration"
1332554,2020-02-20,House,3,"Committee postponed at request of sponsor (02/25/2020)"
1332554,2020-03-06,House,4,"Scheduled for hearing and/or consideration (03/10/2020)"
1332554,2020-03-10,House,5,"Committee recommended measure be held for further study"
1332576,2020-02-06,House,1,"Introduced, referred to House Finance"
1332598,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332598,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1332598,2020-02-25,House,3,"Committee recommended measure be held for further study"
1332618,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332618,2020-02-20,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1332618,2020-02-25,House,3,"Committee recommended measure be held for further study"
1332640,2020-02-06,House,1,"Introduced, referred to House Finance"
1332660,2020-02-06,House,1,"Introduced, referred to House Corporations"
1332660,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1332660,2020-02-11,House,3,"Committee recommended measure be held for further study"
1332660,2020-02-17,House,4,"Scheduled for consideration (02/25/2020)"
1332660,2020-02-25,House,5,"Committee recommends passage"
1332660,2020-03-06,House,6,"Placed on House Calendar (03/10/2020)"
1332660,2020-03-10,House,7,"House read and passed"
1332660,2020-06-15,Senate,8,"Placed on the Senate Consent Calendar (06/17/2020)"
1332660,2020-06-17,Senate,9,"Senate passed in concurrence"
1332660,2020-06-17,House,10,"Transmitted to Governor"
1332660,2020-06-25,House,11,"Effective without Governor's signature"
1332679,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332679,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1332679,2020-03-04,House,3,"Committee recommended measure be held for further study"
1332697,2020-02-06,House,1,"Introduced, referred to House Labor"
1332697,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1332697,2020-03-04,House,3,"Committee recommended measure be held for further study"
1332718,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332718,2020-02-20,House,2,"Scheduled for hearing and/or consideration"
1332718,2020-02-25,House,3,"Committee postponed at request of sponsor (02/25/2020)"
1332718,2020-02-28,House,4,"Scheduled for hearing and/or consideration (03/03/2020)"
1332718,2020-03-03,House,5,"Committee recommended measure be held for further study"
1332740,2020-02-06,House,1,"Introduced, referred to House Corporations"
1332740,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1332740,2020-03-03,House,3,"Committee recommended measure be held for further study"
1332762,2020-02-06,House,1,"Introduced, referred to House Special Legislation"
1332762,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1332762,2020-02-27,House,3,"Committee recommended measure be held for further study"
1332782,2020-02-06,House,1,"Introduced, referred to House Finance"
1332805,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332805,2020-03-06,House,2,"Committee transferred to House Judiciary"
1332805,2020-03-06,House,3,"Scheduled for hearing and/or consideration"
1332805,2020-03-11,House,4,"Meeting postponed (03/11/2020)"
1332827,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332827,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1332827,2020-02-25,House,3,"Committee recommended measure be held for further study"
1332846,2020-02-06,House,1,"Introduced, referred to House Finance"
1332864,2020-02-06,House,1,"Introduced, referred to House Municipal Government"
1332864,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1332864,2020-03-05,House,3,"Committee recommended measure be held for further study"
1332888,2020-02-06,House,1,"Introduced, referred to House Finance"
1332908,2020-02-06,House,1,"Introduced, referred to House H.E.W."
1332908,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1332908,2020-02-26,House,3,"Committee recommended measure be held for further study"
1332927,2020-02-06,House,1,"Introduced, referred to House Judiciary"
1332927,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1332927,2020-03-10,House,3,"Committee recommended measure be held for further study"
1332949,2020-02-06,House,1,"Introduced, referred to House Finance"
1332969,2020-02-06,House,1,"Introduced, referred to House Finance"
1332989,2020-02-06,House,1,"Introduced, referred to House Special Legislation"
1332989,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1332989,2020-02-27,House,3,"Committee recommended measure be held for further study"
1333350,2020-02-06,House,1,"House read and passed"
1333860,2020-02-07,House,1,"Introduced, referred to House Finance"
1333865,2020-02-07,House,1,"Introduced, referred to House Corporations"
1333865,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1333865,2020-02-25,House,3,"Committee recommended measure be held for further study"
1333869,2020-02-06,Senate,1,"Introduced, referred to Senate Judiciary"
1333869,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1333869,2020-02-11,Senate,3,"Committee recommends passage"
1333869,2020-02-12,Senate,4,"Placed on the Senate Consent Calendar (02/25/2020)"
1333869,2020-02-25,Senate,5,"Removed from Senate Consent Calendar and"
1333869,2020-02-25,Senate,6,"Placed on Senate Calendar (02/25/2020)"
1333869,2020-02-25,Senate,7,"Senate read and passed"
1333869,2020-02-26,House,8,"Referred to House Special Legislation"
1333869,2020-02-28,House,9,"Scheduled for hearing and/or consideration (03/05/2020)"
1333869,2020-03-05,House,10,"Committee recommends passage in concurrence"
1333869,2020-03-06,House,11,"Placed on the House Consent Calendar (03/12/2020)"
1333869,2020-03-12,House,12,"House passed in concurrence"
1333869,2020-03-12,Senate,13,"Transmitted to Governor"
1333869,2020-03-17,Senate,14,"Signed by Governor"
1333876,2020-02-07,House,1,"Introduced, referred to House Corporations"
1333876,2020-02-13,House,2,"Committee transferred to House Finance"
1333880,2020-02-07,House,1,"Introduced, referred to House Finance"
1333887,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333887,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/11/2020)"
1333887,2020-03-11,House,3,"Committee recommended measure be held for further study"
1333891,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333896,2020-02-07,House,1,"Introduced, referred to House Finance"
1333901,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333901,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1333901,2020-02-26,House,3,"Committee recommended measure be held for further study"
1333906,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333906,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1333906,2020-03-10,House,3,"Committee recommended measure be held for further study"
1333912,2020-02-07,House,1,"Introduced, referred to House Finance"
1333918,2020-02-07,House,1,"Introduced, referred to House Finance"
1333923,2020-02-07,House,1,"Introduced, referred to House Finance"
1333930,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333930,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1333930,2020-03-04,House,3,"Committee recommended measure be held for further study"
1333936,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333936,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1333936,2020-03-10,House,3,"Committee recommended measure be held for further study"
1333941,2020-02-07,House,1,"Introduced, referred to House Finance"
1333947,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333947,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/11/2020)"
1333947,2020-03-11,House,3,"Committee recommended measure be held for further study"
1333953,2020-02-07,House,1,"Introduced, referred to House Finance"
1333958,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333958,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1333958,2020-03-10,House,3,"Committee recommended measure be held for further study"
1333964,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333964,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1333964,2020-03-04,House,3,"Committee recommended measure be held for further study"
1333970,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1333970,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1333970,2020-03-10,House,3,"Committee recommended measure be held for further study"
1333975,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333979,2020-02-06,Senate,1,"Introduced, referred to Senate Judiciary"
1333979,2020-02-07,Senate,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1333979,2020-02-11,Senate,3,"Committee recommends passage"
1333979,2020-02-13,Senate,4,"Placed on the Senate Consent Calendar (02/25/2020)"
1333979,2020-02-25,Senate,5,"Removed from Senate Consent Calendar and"
1333979,2020-02-25,Senate,6,"Placed on Senate Calendar (02/25/2020)"
1333979,2020-02-25,Senate,7,"Senate read and passed"
1333979,2020-02-26,House,8,"Referred to House Special Legislation"
1333979,2020-02-28,House,9,"Scheduled for hearing and/or consideration (03/05/2020)"
1333979,2020-03-05,House,10,"Committee recommends passage in concurrence"
1333979,2020-03-06,House,11,"Placed on the House Consent Calendar (03/12/2020)"
1333979,2020-03-12,House,12,"House passed in concurrence"
1333979,2020-03-12,Senate,13,"Transmitted to Governor"
1333979,2020-03-17,Senate,14,"Signed by Governor"
1333986,2020-02-07,House,1,"Introduced, referred to House Finance"
1333991,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333991,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1333991,2020-03-04,House,3,"Committee recommended measure be held for further study"
1333996,2020-02-07,House,1,"Introduced, referred to House H.E.W."
1333996,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1333996,2020-03-04,House,3,"Committee recommended measure be held for further study"
1334001,2020-02-07,House,1,"Introduced, referred to House Corporations"
1334001,2020-02-07,House,2,"Scheduled for hearing and/or consideration (02/11/2020)"
1334001,2020-02-11,House,3,"Committee recommends passage"
1334001,2020-02-11,House,4,"Placed on House Calendar (02/13/2020)"
1334001,2020-02-13,House,5,"House read and passed"
1334001,2020-02-26,Senate,6,"Placed on the Senate Consent Calendar (02/26/2020)"
1334001,2020-02-26,Senate,7,"Senate passed in concurrence"
1334001,2020-02-26,House,8,"Transmitted to Governor"
1334001,2020-03-05,House,9,"Effective without Governor's signature"
1334006,2020-02-07,House,1,"Introduced, referred to House Special Legislation"
1334006,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1334006,2020-02-27,House,3,"Committee recommended measure be held for further study"
1334011,2020-02-07,House,1,"Introduced, referred to House Finance"
1334018,2020-02-07,House,1,"Introduced, referred to House Corporations"
1334018,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/25/2020)"
1334018,2020-02-25,House,3,"Committee recommended measure be held for further study"
1334018,2020-02-28,House,4,"Scheduled for consideration (03/03/2020)"
1334018,2020-03-03,House,5,"Committee recommends passage"
1334023,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1334023,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1334023,2020-03-10,House,3,"Committee recommended measure be held for further study"
1334029,2020-02-07,House,1,"Introduced, referred to House Judiciary"
1334029,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1334029,2020-03-10,House,3,"Committee recommended measure be held for further study"
1334034,2020-02-07,House,1,"Introduced, referred to House Finance"
1334042,2020-02-06,Senate,1,"Introduced, referred to Senate Housing and Municipal Government"
1334042,2020-02-21,Senate,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1334042,2020-02-27,Senate,3,"Committee recommends passage"
1334042,2020-03-03,Senate,4,"Placed on Senate Calendar (03/05/2020)"
1334042,2020-03-05,Senate,5,"Senate read and passed"
1334042,2020-03-06,House,6,"Referred to House Municipal Government"
1334042,2020-06-09,House,7,"Scheduled for hearing and/or consideration (06/11/2020)"
1334042,2020-06-11,House,8,"Committee recommends passage in concurrence"
1334042,2020-06-15,House,9,"Placed on the House Consent Calendar (06/17/2020)"
1334042,2020-06-17,House,10,"House passed in concurrence"
1334042,2020-06-19,Senate,11,"Transmitted to Governor"
1334042,2020-06-27,Senate,12,"Effective without Governor's signature"
1335488,2020-02-11,Senate,1,"Recommended for Immediate Consideration"
1335488,2020-02-11,Senate,2,"Senate read and passed"
1335615,2020-02-11,Senate,1,"Recommended for Immediate Consideration"
1335615,2020-02-11,Senate,2,"Senate read and passed"
1335746,2020-02-11,Senate,1,"Recommended for Immediate Consideration"
1335746,2020-02-11,Senate,2,"Senate read and passed"
1335877,2020-02-11,Senate,1,"Recommended for Immediate Consideration"
1335877,2020-02-11,Senate,2,"Senate read and passed"
1336416,2020-02-11,House,1,"Introduced, referred to House Finance"
1336416,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/11/2020)"
1336416,2020-03-11,House,3,"Committee recommended measure be held for further study"
1336416,2020-07-10,House,4,"Scheduled for hearing and/or consideration (07/14/2020)"
1336416,2020-07-10,House,5,"Proposed Substitute"
1336416,2020-07-14,House,6,"Committee recommended indefinite postponement"
1336416,2020-07-14,House,7,"Committee recommended Substitute A be held for further study"
1336485,2020-02-11,Senate,1,"Introduced, referred to Senate Finance"
1336485,2020-03-06,Senate,2,"Scheduled for hearing and/or consideration (03/12/2020)"
1336485,2020-03-12,Senate,3,"Committee recommended measure be held for further study"
1336485,2020-07-10,Senate,4,"Scheduled for hearing and/or consideration (07/14/2020)"
1336485,2020-07-10,Senate,5,"Proposed Substitute"
1336485,2020-07-14,Senate,6,"Committee recommended indefinite postponement"
1336485,2020-07-14,Senate,7,"Committee recommended Substitute A be held for further study"
1336553,2020-02-11,House,1,"House read and passed"
1336617,2020-02-11,House,1,"House read and passed"
1336787,2020-02-12,House,1,"Introduced, referred to House Finance"
1336787,2020-03-04,House,2,"Withdrawn at sponsor's request"
1336792,2020-02-12,House,1,"Introduced, referred to House Finance"
1336797,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336803,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336803,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336803,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336808,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336813,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336818,2020-02-12,House,1,"Introduced, referred to House Corporations"
1336818,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336818,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336823,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336823,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336823,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336823,2020-03-04,House,4,"Withdrawn at sponsor's request"
1336829,2020-02-12,House,1,"Introduced, referred to House Municipal Government"
1336829,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1336829,2020-03-05,House,3,"Committee recommended measure be held for further study"
1336833,2020-02-12,House,1,"Introduced, referred to House Corporations"
1336833,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336833,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336838,2020-02-12,House,1,"Introduced, referred to House Finance"
1336843,2020-02-12,House,1,"Introduced, referred to House Special Legislation"
1336843,2020-02-14,House,2,"Scheduled for hearing and/or consideration (02/27/2020)"
1336843,2020-02-27,House,3,"Committee recommends passage"
1336843,2020-02-28,House,4,"Placed on the House Consent Calendar (03/05/2020)"
1336843,2020-03-05,House,5,"House read and passed"
1336843,2020-06-10,Senate,6,"Referred to Senate Judiciary"
1336843,2020-06-12,Senate,7,"Scheduled for hearing and/or consideration (06/15/2020)"
1336843,2020-06-15,Senate,8,"Committee recommends passage in concurrence"
1336843,2020-06-15,Senate,9,"Placed on Senate Calendar (06/18/2020)"
1336843,2020-06-18,Senate,10,"Senate passed in concurrence"
1336843,2020-06-18,House,11,"Transmitted to Governor"
1336843,2020-06-19,House,12,"Signed by Governor"
1336848,2020-02-12,House,1,"Introduced, referred to House Finance"
1336848,2020-07-16,House,2,"Scheduled for hearing and/or consideration (07/21/2020)"
1336848,2020-07-21,House,3,"Committee recommended measure be held for further study"
1336856,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336856,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336856,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336861,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336861,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/04/2020)"
1336861,2020-03-04,House,3,"Committee recommended measure be held for further study"
1336867,2020-02-12,House,1,"Introduced, referred to House Finance"
1336872,2020-02-12,House,1,"Introduced, referred to House Municipal Government"
1336872,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1336872,2020-03-05,House,3,"Committee recommended measure be held for further study"
1336877,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336883,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336888,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336888,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1336888,2020-02-26,House,3,"Committee recommended measure be held for further study"
1336893,2020-02-12,House,1,"Introduced, referred to House Corporations"
1336893,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336893,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336898,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336898,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1336898,2020-03-10,House,3,"Committee recommended measure be held for further study"
1336903,2020-02-12,House,1,"Introduced, referred to House Corporations"
1336903,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/03/2020)"
1336903,2020-03-03,House,3,"Committee recommended measure be held for further study"
1336903,2020-03-06,House,4,"Scheduled for consideration (03/10/2020)"
1336903,2020-03-10,House,5,"Committee recommends passage"
1336910,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336910,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1336910,2020-03-10,House,3,"Committee recommended measure be held for further study"
1336915,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336915,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1336915,2020-02-26,House,3,"Committee recommended measure be held for further study"
1336922,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336927,2020-02-12,House,1,"Introduced, referred to House Municipal Government"
1336927,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1336927,2020-03-05,House,3,"Committee recommended measure be held for further study"
1336927,2020-06-09,House,4,"Scheduled for consideration (06/11/2020)"
1336927,2020-06-11,House,5,"Committee recommends passage"
1336927,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1336927,2020-06-17,House,7,"House read and passed"
1336927,2020-06-17,Senate,8,"Placed on Senate Calendar (06/18/2020)"
1336927,2020-06-18,Senate,9,"Senate held on desk"
1336932,2020-02-12,Senate,1,"Recommended for Immediate Consideration"
1336932,2020-02-12,Senate,2,"Senate read and passed"
1336936,2020-02-12,Senate,1,"Recommended for Immediate Consideration"
1336936,2020-02-12,Senate,2,"Senate read and passed"
1336941,2020-02-12,House,1,"Introduced, referred to House H.E.W."
1336946,2020-02-12,House,1,"Introduced, referred to House Finance"
1336952,2020-02-12,House,1,"Introduced, referred to House Finance"
1336957,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336957,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1336957,2020-02-26,House,3,"Committee recommended measure be held for further study"
1336957,2020-07-02,House,4,"Scheduled for consideration (07/07/2020)"
1336957,2020-07-02,House,5,"Proposed Substitute"
1336957,2020-07-07,House,6,"Committee recommends passage of Sub A"
1336957,2020-07-14,House,7,"Placed on House Calendar (07/16/2020)"
1336957,2020-07-16,House,8,"House passed Sub A as amended (floor amendment)"
1336957,2020-07-16,Senate,9,"Placed on Senate Calendar (07/16/2020)"
1336957,2020-07-16,Senate,10,"Senate passed Sub A as amended in concurrence"
1336957,2020-07-17,House,11,"Transmitted to Governor"
1336957,2020-07-21,House,12,"Signed by Governor"
1336964,2020-02-12,House,1,"Introduced, referred to House Corporations"
1336964,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1336964,2020-03-10,House,3,"Committee recommended measure be held for further study"
1336969,2020-02-12,House,1,"Introduced, referred to House Municipal Government"
1336969,2020-02-28,House,2,"Scheduled for hearing and/or consideration (03/05/2020)"
1336969,2020-03-05,House,3,"Committee recommended measure be held for further study"
1336969,2020-06-12,House,4,"Scheduled for consideration (06/15/2020)"
1336969,2020-06-15,House,5,"Committee recommends passage"
1336969,2020-06-15,House,6,"Placed on the House Consent Calendar (06/17/2020)"
1336969,2020-06-17,House,7,"House read and passed"
1336969,2020-06-17,Senate,8,"Placed on Senate Calendar (06/18/2020)"
1336969,2020-06-18,Senate,9,"Senate passed in concurrence"
1336969,2020-06-18,House,10,"Transmitted to Governor"
1336969,2020-06-26,House,11,"Effective without Governor's signature"
1336974,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336974,2020-02-17,House,2,"Scheduled for hearing and/or consideration (02/26/2020)"
1336974,2020-02-26,House,3,"Committee recommended measure be held for further study"
1336979,2020-02-12,House,1,"Introduced, referred to House Finance"
1336979,2020-06-09,House,2,"Scheduled for hearing and/or consideration (06/11/2020)"
1336979,2020-06-11,House,3,"Committee recommends passage of Sub A"
1336979,2020-06-15,House,4,"Placed on House Calendar (06/17/2020)"
1336979,2020-06-17,House,5,"House passed Sub A"
1336979,2020-06-17,Senate,6,"Placed on Senate Calendar (06/18/2020)"
1336979,2020-06-18,Senate,7,"Senate passed Sub A in concurrence"
1336979,2020-06-18,House,8,"Transmitted to Governor"
1336979,2020-06-24,House,9,"Signed by Governor"
1336984,2020-02-12,House,1,"Introduced, referred to House Judiciary"
1336988,2020-02-12,Senate,1,"Recommended for Immediate Consideration"
1336988,2020-02-12,Senate,2,"Senate read and passed"
1337395,2020-02-12,House,1,"House read and passed"
1337419,2020-02-12,House,1,"House read and passed"
1337444,2020-02-12,House,1,"House read and passed"
1337467,2020-02-12,House,1,"House read and passed"
1337488,2020-02-12,House,1,"House read and passed"
1338011,2020-02-13,House,1,"Introduced, referred to House Corporations"
1338011,2020-03-06,House,2,"Scheduled for hearing and/or consideration (03/10/2020)"
1338011,2020-03-10,House,3,"Committee recommended measure be held for further study"
1338022,2020-02-13,House,1,"Introduced, referred to House Judiciary"
1338022,2020-03-06,House,2,"Scheduled for hearing and/or consideration"
1338022,2020-03-11,House,3,"Meeting postponed (03/11/2020)"
1338036,2020-02-13,House,1,"Introduced, referred to House Finance"
